عربی اور فارسی کی اعلٰی تعلیم حاصل کرنے کے ساتھ ساتھ قرآن پاک بھی حفظ کیا۔	16	Arabi aur Farsi ki aala taaleem haasil karne ke sath sath Quran Pak bhi hifz kiya.	16		
نئے شمسی سال اور تیرہ سو ترانوے سال کے آغاز کی مناسبت سے تبریک وتہنیت عرض کرتے ہوئے نئے سال اور عید نوروز	23	naye shamsi saal aur terah sau tiranwe saal ke aaghaaz ki munasibat se tabreek wa tahniyat arz karte huye naye saal aur Eid Nauroz	24	Incorrect: تبریک وتہنیت, Correct: تبریک و تہنیت	
کے پہلے دن ہم آپ سے اس کی تاریخ اور اسے وجود میں لانے اور اب تک اسے باقی رکھنے میں جن لوگوں	23	ke pahle din ham aap se is ki taarikh aur ise wajood mein lane aur ab tak ise baqi rakhne mein jin logon	23		
نے مدد کی ہے گفتگو کریں گے اور اس قدیم اور ایرانی جشن اور تہوار کے بارے میں جو نہ صرف کئی صدیوں	23	ne madad ki hai guftagoo karen ge aur us qadeem aur Irani jashn aur tahwaar ke baare mein jo na sirf kayi sadiyon	23		
سے ایران میں منایا جاتاہے بلکہ اس کے علل واسباب کی وجہ سے یہ جشن دوسرے ملکوں میں بھی منایاجاتاہے ۔	21	se Iran mein manaya jata hai balki us ke alal wa asbaab ki wajah se ye jashn doosre mulkon mein bhi manaya jata hai.	24	Space needed between جاتاہے, واسباب, منایاجاتاہے	
فہرست ایل سیلواڈور کے دریا	5	fehrist El Salvador ke dariya	5		
کئی کتابیں تصنیف کیں۔	4	kayi kitabein tasneef keen.	4		
آدمی اگر ان ابتدائی جوٹوں ہی سے ہوش میں آ جائے تو اس کے اپنے حق میں بہتر ہے۔	19	Aadmi agar un ibtedayi jooton hi se hosh mein aa jaye to us ke apne haq mein behtar hai	19		
مدنپلی میں مقیم۔	3	Madanapalle mein muqeem.	3		
12 دسمبر: میرون لیزلی مڈلکوٹ، وِنگ کمانڈر لیفٹیننٹ کرنل پاک فضائیہ۔ (پیدائش: 6 جولائی 1931ء)	15	December: Mervyn Leslie Middlecoat, Wing Commander lieutenant Colonel Pak fizaiya 12 (Paidaish: 6 July 1931)	15		
وہ اہلِ فسطاط کے مشہور طبیب اور مؤرخ ہیں، تیسری صدی ہجری کو فسطاط میں پیدا ہوئے اور علمِ طب میں ماہر اور مشہور ہوئے،	25	wo ahle qustat ke mashhoor tabeeb aur maurikh hain, teesri sadi hijri ko qustat mein paida huye aur ilme tibb mein mahir aur mashhoor huye.	25		
ابن ابی اصیبعہ ان کے بارے میں لکھتے ہیں: “اپنے زمانے کے متقدمین میں سے تھے اور علومِ طب کی خبر رکھتے تھے” ورثے میں	25	Ibn Abi Usaibia un ke baare mein likhte hain: "apne zamane ke mutaqaddimeen mein se the aur uloome tibb ki khabar rakhte the" wirse mein	25		
کچھ تصانیف چھوڑیں جن میں سب سے مشہور ان کی عام تاریخ “نظم الجواہر” ہے جو “تاریخ ابن البطریق” کے نام سے بھی مشہور ہے،	25	kuchh tasaneef chhoreen jin mein sab se mashhoor un ki aam taarikh "nazm aljawahar" hai jo "taarikh ibn Al-Batriq" ke naam se bhi mashhoor hai.	25		
ان کی اس کتاب سے ابنِ خلدون نے بھی استفادہ کیا تھا، ان کی ایک اور طبی تصنیف کا نام “کناس فی الطب” ہے۔	24	un ki is kitaab se Ibne Khaldun ne bhi istefadah kiya tha. Un ki ek aur tibbi tasneef ka nam "kanas fit tibbb" hai.	24		
اب کس کی طاقت ہے جو سکینہ علیہ السلام کے دامن عصمت کو داغدار کرے۔	15	ab kis ki taaqat hai jo Sakina Alaihis Salam ke daamane asmat ko daaghdar kare.	15		
قیصر نذیر خاورؔ یکم اگست 1953 ء کو لاہور ، پاکستان میں پیدا ہوئے ۔	15	Qaiser Nazeer Khawar yakum August 1953 ko Lahore, Pakistan mein paida huye.	12	Multiple extra spaces in the source	
اور اس سے پہلے تین سو پینتیس اور اس کے بعد تین سو سینتیس بولا جاتا ہے۔	17	aur is se pahle teen sau paintees aur is ke baad teen sau saintees bola jaata hai.	17		
البیلا	1	albela	1		
وہ لوگ آنکھوں سے اوجھل ہو گئے ہیں	8	wo log aankhon se ojhal ho gaye hain	8		
جنہیں ہم دیکھے کر جیتے تھے ناصر	7	jinhein ham dekh kar jeete the Nasir	7		
وہ کب فورٹ ولیم کالج میں بھرتی ہوئے اور کب تک منسلک رہے اس کے بارے میں معلومات موجود نہیں۔	20	wo kab Fort William College mein bharti huye aur kab tak munsalik rahe is ke baare mein maaloomaat maujood nahin.	20		
اپریل اور مئی میں ایک وسیع کوشش کی گئی کہ کئی با ذوق زمروں کو ابتدائی اور ثانوی اسکولوں، یونیورسٹیوں، کالجوں،	21	April aur May mein ek wasee koshish ki gayi ke kayi baa zauq zumron ko ibtedayi aur saanvi schoolon, univercityon, collegon,	21		
پیشہ ورانہ ناشرین اور عوام الناس سے مشغول کیا جائے، جس کے لیے ریڈیو نشریات کا سہارا لیا گیا تھا۔	20	pesha warana nashireen aur awamun naas se mashghool kiya jaye, jis ke liye radio nashriyaat ka sahara liya gaya tha.	20		
اس پروٹوکول کو 256 بٹ معیاری انکرپشن، آر ایس اے 2048 انکرپشن اور ڈیفی ہیل مین سکیور کی ایکسچینج کی بنیاد پر تیار کیا گیا ہے۔	26	is protocol ko 256 bit miyari encryption, R S A 2048 encryption aur diffie hell man secure ki exchange ki buniyad par tayyar kiya gaya hai.	26		
سکینہ آئیں اور پوچھا: میرے چچا کہاں؟	7	Sakina aayin aur poochha: mere chacha kahan?	7		
4 اپریل 1979ء کو بھٹو کو راولپنڈی جیل میں پھانسی دے دی گئی۔	13	April 1979 ko Bhutto ko Rawalpindi jail mein phaansi de di gayi. 4	13		
لوئیس چا کے ایک اور ناول میں بھی چینگ پنگ ایک مختصر کردار میں نظر آتی ہے۔	17	Louis Cha ke ek aur novel mein bhi Chang Ping ek mukhtasar kirdaar mein nazar aati hai.	17		
اگرچہ وہ نیک خلیفہ تھا، تا ہم اس نے آتے ہی ایسے ناقص اقدام اٹھائے جس سے اس کی نااہلی کا شہرہ ہو گیا۔	24	agarche wo nek khalifa tha, taaham us ne aate hi aise naaqis iqdaam uthaye jis se us ki naa ahli ka shuhra ho gaya.	24		
ایشلنڈ، پنسلوانیا	2	Ashland, Pennsylvania	2		
اس جنگ میں آنحضرت صلی اللہ علیہ و آلہ وسلم بھی شریک ہوئے۔	13	us jung mein aan hazrat sallallahu Alaihi wa aalihi wasallam bhi shareek huye.	13		
1876ء میں نیشنلسٹ انڈین ایسوسی ایشن کے نام سے ایک جماعت قائم کی۔	13	1876 iswi mein Nationalist Indian Association ke naam se ek jamaat qaayem ki.	13		
وہ ٹالی وڈ کی ان معدودے چند کامیاب ترین اداکاراؤں میں سے ایک ہے جنہوں نے	16	wo Tollywood ki un maadoode chand kamiyab tareen adaakaaraon mein se ek hai jinhon ne	15	Spelling of "tollywood" in Urdu contains a space, hence inconsistency in the word count.	
بہت ہی کم وقت میں سو کروڑ روپے کے کلب تک رسائی حاصل کر لی۔	15	bahut hi kam waqt mein sau crore rupaye ke club tak rasaayi haasil kar li.	15		
یہ کائنات اور زندگی کے بنیادی مسئلہ اور اس کے حل کے بارے میں سات نظریات ہیں۔	17	ye kaayinat aur zindagi ke buniyadi masla aur us ke hal ke baare mein saat nazariyaat hain.	17		
یا ہمیشہ ہمیشہ کے لیے کھو دیں گے۔	8	ya hamesha hamesha ke liye kho dein ge.	8		
تقسیم ہند کے بعد اس مدرسہ کو لائل پور فیصل آباد منتقل کر دیا گیا اور اب بھی وہاں تعلیم کا سلسلہ جاری ہے۔	24	taqseem e hind ke baad us madrasa ko Layal Pur Faisalabad muntaqil kar diya gaya aur ab bhi wahaan taaleem ka silsila jaari hai.	24		
اس زمانہ کے اکثر مفتیان کو بھی یہ توفیق نہ ہوئی ہوگی۔	12	us zamana ke aksar muftiyaan ko bhi ye taufeeq na hui hogi.	12		
خواجہ اللہ بخش تونسوی	4	Khwaja Allah Bakhsh Tonswi	4		
انسکرپشن آف بنگال میں لکھا ہے کہ مقبرہ بہرام سقا کے متولی کے پاس ایک دِیوان تھا جسے وہ بہرام سقا کا دِیوان بتلاتا تھا۔	25	Inscription of Bengal mein likha hai ki maqbarah Bahram Saqqa ke mutawalli ke paas ek diwaan tha jise wo Bahram Saqqa ka diwaan batlaata tha.	25		
دریائے کنہار پاکستان کے صوبہ خیبر پختونخوا کی وادی ناران میں لولوسر جھیل سے شروع ہوتا ہے اور ملکہ	19	dariaye Kunhar Pakistan ke sooba Khyber Pakhtunkhwa ki waadi naran mein lulusar jheel se shuroo hota hai aur malka	19		
پربت، جھیل سیف الملوک، مکڑا چوٹی اور وادی کاغان کا پانی سمیٹتا ہوا دریائے جہلم سے آ ملتا ہے۔	19	parbat, jheel Saiful Malook, makda choti aur wadi Kaghan ka pani sametta huya dariaye Jehlum se aa milta hai.	19		
انھیں کمرے کی بوسیدہ چھتوں سے ڈر نہیں لگتا	9	unhein kamre ki bauseedah chhaton se dar nahin lagta	9		
اس کی شادی شہزادی در شہوار سے ہوئی جو آخری عثمانی خلیفہ عبد الماجد دوم کی بیٹی تھی۔	18	us ki shadi shahzadi durre shahwaar se hui jo aakhri usmani khaleefa abdul majid doyam ki beti thi.	18		
غزل کے بارے میں کہا جاتا ہے کہ اس کا سب سے بڑا نمائندہ جس نے اس کو باقاعدہ رواج دیا تھا۔	22	Ghazal ke baare mein kaha jaata hai ki us ka sab se bada numainda jis ne us ko baaqaida riwaaj diya tha.	22		
یہ قدیم پاکستان کی کسی مذہبی رسم کی عکاس ہے اور ہر گز سمیر چیز نہیں ہے۔	17	ye qadeem Pakistan ki kisi mazhabi rasm ki akkasi hai aur har giz sameer cheez nahin hai.	17		
بیٹا: عبد اللہ ابن علی — میدان کربلا میں شہید ہوئے	11	Beta: Abdullah ibn Ali - Maidan e Karbala mein shaheed huye.	11		
آزادی کے بعد ہجرت ثانیہ کے موقع پر حبشہ چلے گئے۔	11	Azadi ke baad hijrate saaniya ke mauqe par Habsha chale gaye.	11		
سرکپ	1	sarkap	1		
یہ خاص وادی سندھ کی صفت ہے۔	7	ye khaas waadi Sindh ki sifat hai.	7		
غزل	1	Ghazal	1		
4)لائن لاسز یا کاپر لاسز کم ہو جاتے ہیں۔	9	4)Line lashes ya Copper lashes kam ho jaate hain.	9		
مصنف کے قتل کے بعد میر غلام علی آزاد بلگرامی نے تقریباً ایک سال کی جستجو سے اِس مسودہ ناتمام کو تلاش کر لیا۔	24	musannif ke qatl ke baad Mir Ghulam Ali Azad Bilgrami ne taqreeban ek saal ki justaju se is maswada naa-tamaam ko talash kar liya.	24		
سیرت طیبہ عبد الخالق توکلی،صفحہ29	5	Seerat Tayyaba Abdul Khaliq Tokli, Safha 29	7	Incorrect: توکلی،صفحہ29, Correct: توکلی، صفحہ 29	
مسند گل منزل ِ شبنم ہوئی	6	Masnade gul manzil e shabnam hui	6		
13 دسمبر 2001ء کو لشکر طیبہ اور جیش محمد کے دہشت گردوں نے سنسد بھون پر حملہ کر دیا جس	20	13 December 2001 ko Lashkare Taiba aur Jaishe Mohammad ke dahshat gardon ne Sansad Bhawan par hamla kar diya jis	20		
میں سنسد بھون کے نقصان کے علاوہ فوج کے چھ جوان اور ایک شہری کی موت ہو گئی تھی۔	19	mein Sansad Bhawan ke nuqsaan ke ilawah fauj ke chhe jawaan aur ek shahri ki maut ho gayi thi.	19		
نوای وطن، روزنامہ کوئٹہ	4	Nawai Watan, Roznama Quetta	4		
استعال میں نہایت سادہ مگر ساتھ ساتھ بہت طاقتور ہے۔	10	istemaal mein nihayat saadah magar sath sath bahut taaqatwar hai.	10		
21 جون 1606ء کو وزیراعظم سلطنت عثمانیہ صوقلوزادے لالہ محمد پاشا کی وفات پر درویش محمد پاشا کو وزیراعظم سلطنت عثمانیہ مقرر کر دیا گیا۔	25	21 June 1606 ko wazeer-e-aazam sultanate Osmania Soqlu-zaade Lala Mohammad Pasha ki wafaat par darwesh Mohammad Pasha kw wazeer-e-aazam Sultanate Osmania muqarrar kar diya gaya.	25		
قیصر نذیر خاورؔ ایک منجھے ہوئے افسانہ نگار ، انشاءپرداز اور مترجم ہیں ۔	14	Qaiser Nazeer Khawar ek manjhe huye afsana nigaar, Insha pardaaz aur mutarjim hain.	13	Incorrect: انشاءپرداز, Correct: انشاء پرداز	
اس سے پگٹ نے یہ نتیجہ اخذ کیا کہ شاید ساڑھی نما کوئی لباس پہنا جاتا	16	is se pagat ne ye nateeja akhaz kiya ki shayad saari numa koi libaas pahna jaata	16		
تھا کہ دائیاں بازو ملبوس تھا اور بائیاں بازو سارا یا آدھا برہنہ رہتا تھا۔	15	tha ki daayan baazu malboos tha aur baayan baazu saara ya aadha barhana rahta tha.	15	Incorrect: دائیاں, Correct: دایاں	
اس منصوبے کے نتیجے میں نیوجی کا علاقہ مسلم انداز کے تجارتی علاقے میں تبدیل ہو جائے گا جس کا مرکز یقینی طور پر نیوجی مسجد ہوگی۔	27	is mansoobe ke nateeje mein neoji ka ilaaqa muslim andaaz ke tijaarati ilaaqe mein tabdeel ho jaye ga jis ka markaz yaqeeni taur par neoji masjid hogi.	27		
مردوں کی توبہ سے محروم صاف اپنی شاگرد حدیث پر فرقہ ہوگی اور جب اس لڑکی میں ایک نوجوان مرد کی محبت بھول کیوں صاف ہو تقریبا سودائی	28	mardon ki tauba se mahroom saaf apni shagirdi hadees par firqa hogi aur jab is ladki mein ek naujawaan mard ki muhabbat bhool kyon saaf ho taqreeban saudayi	28		
ہو گی جس کے بعد ہی اس کے والدین نے اسے مدرسے سے اٹھا لیا اس پس منظر میں صحافیوں نے چند اشعار لکھے جو مندرجہ ذیل ہیں۔	28	ho gi jis ke baad hi is ke waalidain ne use madrase se utha liya is pas manzar mein sahafiyon ne chand ash-aar likhe jo mandarja zail hain.	28		
دنیا کے تمام ممالک کا جائزہ لے لیں ان تمام ممالک کے انٹیلی جنٹس اداروں کے	16	duniya ke tamaam mamalik ka jayeza le lein un tamaam mamaalik ke Intelligence idaaron ke	15	Incorrect: انٹیلی جنٹس, Correct: انٹیلیجنس	
درمیان جو چند مشترکہ پہلو ملیں گے ان میں ایک اہم پہلو یہ ہے کہ ان	16	darmiyaan jo chand mushtarka pahloo milen ge un mein ek aham pahloo ye hai ki un	16		
اداروں کو ان ممالک کی حکومتوں نے دفاعی مقاصد کے لیے اور دشمنوں کے خلاف کارروائی	16	idaaron ko un mamaalik ki hukoomaton ne dafayi maqaasid ke liye aur dushmanon ke khilaaf karrawayi	16		
کرنے کے لیے قائم کیا ہے مگراسرائیلی ادارے موساد جس کا سرکاری نام The Instute For	16	karne ke liye qaayim kiya hai magar Israeli idaare Mossad jis ka sarkaari naam The Institute For	17	Incorrect: مگراسرائیلی, instute, Correct: مگر اسرائیلی, institute	
ntelligence and Specil Opration ہے کاجائزہ لینے کے بعد کئی طرح کے حیرت انگیز پہلو سامنے	16	Intelligence and Special Operation hai ka jayeza lene ke baad kayi tarah ke hairat angez pahlu saamne	17	Incorrect: ntelligence, کاجائزہ, Correct: Intelligence, کا جائزہ	
آتے ہیں وہ یہ کہ اگرچے اس وقت موساد کواسرائیل کے سراغرسانی کے ادارے کی حیثیت	16	aate hain wo ye ki agar-che us waqt Mossad ko Israel ke suragh rasaani ke idaare ki haisiyat	18	Incorrect: کواسرائیل، سراغرسانی, Correct: کو اسرائیل، سراغ رسانی	
حاصل ہے مگر اس کا قیام ان تمام پہلووں کے برعکس ہے اور یہ دنیا کاواحد	16	haasil hai magar us ka qiyaam un tamaam pahlu ke bar-aks hai aur ye duniya ka waahid	17	Incorrect: کاواحد, Correct: کا واحد	
ادارہ ہے جو مسلمہ طور پر دہشت گردی کی تنظیم کی جانب سے قائم کیا گیا	16	idaarah hai jo musallima taur par dahshat gardi ki tanzeem ki jaanib se qayim kiya gaya	16		
ہے اور جس کی سرگرمیوں کو حکومت نے ملک کے قائم ہو نے کے بعد تصدیق	16	hai aur jis ki sargarmiyon ko hukoomat ne mulk ke qayim hone ke baad tasdeeq	15	Incorrect: ہو نے, Correct: ہونے	
کرتے ہوئے ریاستی ادارے کی شکل دی جب کے اس کے قیام کے وقت دیگر مما	16	karte huye riyasati idaare ki shakl di jab ki us ke qiyaam ke waqt deegar mamaa	16		
لک کے انٹیلی جنٹس اداروں کے بر خلاف ا س ادارے کو کیموفلاج کرنے کے لیے	16	lik ke Intelligence idaaron ke bar-khilaaf us idaare ko camouflage karne ke liye	13	Incorrect: انٹیلی جنٹس، بر خلاف Correct: انٹیلیجنس، برخلاف	
اس کا نام اس طرح کا رکھا گیا کہ اس کے نام کو دیکھ کر کوئی	16	is ka naam is tarah ka rakha gaya ki is ke naam ko dekh kar koi	16		
بھی اس ادارے کے بارے میں یہ گمان نہ کرسکے کہ یہ سراغرسانی کا کوئی ادارہ	16	bhi is idaare ke baare mein ye gumaan na kar sake ki ye suragh rasaani ka koi idaarah	18	Incorrect: کرسکے، سراغرسانی, Correct: کر سکے، سراغ رسانی	
ہے جیسا کہ اس نام The Instute For ntelligence and Specil Opration ادارہ برائے معلومات اور	16	hai jaisa ki is naam The Institute for Intelligence and Special Operation idaarah barai maaloomaat aur	16	Incorrect spelling of "Institute and Intelligence" in source	
خصوصی فرائض سے ظاہر ہوتا ہے یہ نام رکھنے کی بنیادی وجہ موساد کو دنیا کی	16	khusoosi faraiz se zaahir hota hai ye naam rakhne ki buniyadi wajah Mossad ko duniya kee	16		
نظروں سے پوشیدہ رکھنا تھا اسرائیلی انٹیلی جنٹس ادارے موساد کے بارے میں دنیا کو اس	16	nazron se poshida rakhna tha Israeli Intelligence idaare Mossad ke baare mein duniya ko us	15	Incorrect: انٹیلی جنٹس, Correct: انٹیلیجنس	
وقت معلوم ہوا جب کے اسرائیلی پارلیمنٹ میں ایک سوال کا جواب دیتے ہوئے اسرائیلی وزیر	16	waqt maaloom hua jab ki Israeli Parliament mein ek sawaal ka jawaab dete huye Israeli wazeer	16		
اعظمبن گوریال نے انکشاف کیا کہ موساد کے نام سے کوئی ادارہ کام کر رہا ہے	16	Azambin Goriyal ne inkeshaaf kiya ki Mossad ke naam se koi idaarah kaam kar raha hai	16		
جس کا مقصد سراغرسانی کرنا ہے اس انکشاف کے بعد موساد کے بارے میں ہر طرح	16	jis ka maqsad suraagh rasaani karna hai is inkeshaaf ke baad Mossad ke baare mein har tarah	17	Incorrect: سراغرسانی, Correct: سراغ رسانی	
کی خبر کو خفیہ رکھنے کی کوشش کی گئی حتیٰ کہ اسرائیلی اخبارات پر بھی اس	16	kee khabar ko khufiya rakhne kee koshish kee gayi hatta ki Israeli akhbaaraat par bhi is	16		
بارے میں مکمل طور پر پابندی عائد تھی کہ وہ اس اہم اور خفیہ ادارے کے	16	baare mein mukammal taur par paabandi aayid thi ki wo is aham aur khufiya idaare ke	16		
بارے میں کسی بھی طرح کی کوئی خبرشائع نہیں کرسکتے ہیں مگر اسرائیلی پارلیمنٹ نیسٹ (KNESSEST)میں	16	baare mein kisi bhi tarah kee koi khabar shaya nahin kar sakte hain magar Israeli Parliament KNESSEST mein	18	Space needed between کرسکتے and after parentheses.	
موساد کے بارے میں انکشاف کے بعد اس پابندی کا اگر چے خاتمہ ہو گیا مگر	16	Mossad ke baare mein inkeshaaf ke baad is paabandi ka agar che khaatma ho gaya magar	16		
اس کے باوجود موساد کے بارے میں اسرائیلی اخبارات میں موساد کے بارے میں کوئی بھی	16	is ke baawajood Mossad ke baare mein Israeli akhbaaraat mein Mossad ke baare mein koi bhi	16		
خبر شائع نہیں ہوتی تھی 1980 میں ایک اخبار کی ایک رپورٹ میں جب موساد کیاس	16	khabar shaya nahin hoti thi 1980 mein ek akhbaar ki ek report mein jab Mossad ke us	17	Incorrect: کیاس, Correct: کی اس	
وقت کے سربراہ کا نام شائع ہو گیا تو اس کا ایکیریڈیشن کارڈ ہی حکومت نے	16	waqt ke sarbaraah ka naam shaya ho gaya to us ka accredation card hi hukoomat ne	16		
ضبط کر لیا جس رپورٹر نے اس خبر کی رپورٹنگ کی اس کا صحافتی کارڈ بھی	16	zabt kar liya jis reporter ne us khabar ki reporting kee us ka sahafati card bhi	16		
کینسل کر دیا گیا یہ بات واضح رہے کہ اسرائیل کے دفاع انٹیلی جنٹس اور جوابی	16	cancel kar diya gaya ye baat waazih rahe ki Israeli ke dafaa Intelligence aur jawaabi	15	Incorrect: انٹیلی جنٹس, Correct: انٹیلیجنس	
حملوں کے لیے قائم کیے گئے اداروں کی تعداد یوں تو بہت ہے مگر بنیادی طور	16	hamlon ke liye qayim kiye gaye idaaron kee taadaad yoon to bahut hai magar buniyadi taur	16		
پر یہ تین اداروں موساد امن اور شین باتھ کا حصہ ہی تصور کیے جاتے ہیں	16	par ye teen idaaron Mossad aman aur sheen bath ka hissa hi tasawwur kiye jaate hain	16		
جو کے اسرائیل کے دفاع کے لیے قائم ہوئے ہیں دنیا بھر کے انٹیلی جنٹس اداروں	16	jo ki Israel ke dafaa ke liye qayim huye hain duniya bhar ke Intelligence idaaron	15	Incorrect: انٹیلی جنٹس, Correct: انٹیلیجنس	
امریکی ادارے ایف آئی اے FIAاور CIA برطانوی ادارے M16اور M15 اورسابقہ روسی ادارے KGB اوراس	16	Americi idaare ef aayi a FIA aur CIA Bartaanwi idaare M16 aur M15 aur saabqa roosi idaare KGB aur us	20	Space needed between FIAاور and M16اور	
کی جگہ لینے والے موجودہ روسی ادارے ایف ایس بی FSB اور فرانس کے انٹیلی جنٹس	16	kee jagah lene waale maujoodah roosi idaare ef es bee FSB aur France ke Intelligence	15	Incorrect: انٹیلی جنٹس, Correct: انٹیلیجنس, also "FSB" needs 2 spaces in Urdu but not in English	
اداروں اور جرمنی کے سابقہ اور موجودہ انٹیلی جنٹس اداروں کا اگر تاریخ کے حوالے سے	16	idaaron aur Germany ke saabqa aur maujoodah Intelligence idaaron ka agar taarikh ke hawaale se	15	Incorrect: انٹیلی جنٹس, Correct: انٹیلیجنس	
جائزہ لیا جائے تو انٹیلی جنٹس اداروں کے حوالے سے یہ بات سامنے آئے گی کہ	16	jaayeza liya jaye to Intelligence idaaron ke hawaale se ye baat saamne aaye gi ki	15	Incorrect: انٹیلی جنٹس, Correct: انٹیلیجنس	
ان اداروں کے مقابلے میں اسرائیلی کے انٹیلی جنٹس ادروں کاصدیوں پرانا تاریخی پس منظر ہے	16	un idaaron ke muqaable mein Israel ke Intelligence idaaron ka sadiyon purana taarikhi pas manzar hai	16	Incorrect: انٹیلی جنٹس, Correct: انٹیلیجنس	
(ا گر چے کے اسرائیل کے اخبارات اور ذرائع نشرو اعشاعت کی جانب سے یہ کہا	16	(agarche ki Israel ke akhbaaraat aur zarai nashr wa ashaat ki jaanib se ye kaha	15	Incorrect: نشرو اعشاعت, Correct: نشر و اشاعت	
جاتا ہے کہ موساد کا قیام1951 میں عمل میں آیا تھا )جس کو جانے کے لیے	16	jaata hai ki Mossad ka qiyaam 1951 mein amal mein aaya tha) jis ko jaanne ke liye	17	Incorrect spacing around parentheses.	
ضروری ہے کہ اسرائیل کے اساس اور بنیاد یہودیت کاایک مختصر سا جائزہ لیا جائے یہودیت	16	zaroori hai ki Israel ke asaas aur buniyad yahoodiyat ka ek mukhtasar sa jaayeza liya jaaye yahoodiyat	17	Incorrect: کاایک, Correct: کا ایک	
ایک ایسا مذہب ہے جس کے ماننے والے اپنے مخصوص مقاصد کے حصول کے لیے خفیہ	16	ek aisa mazhab hai jis ke manne waale apne makhsoos maqaasid ke husool ke liye khufiya	16		
سرگرمیاں انجام مختلف ادوار میں دیتے رہے ہیں ان سرگر میوں کا تعلق معاشی طور پر	16	sargarmiyan anjaam mukhtalif adwaar mein dete rahe hain un sargarmiyon ka taalluq muashi taur par	15	Incorrect: سرگر میوں, Correct: سرگرمیوں	
یہودی مذہب کے مانے والوں کی ہر اعتبار سے مضبو طی اور ان کے مخالفین کی	16	yahoodi mazhab ke manne waalon ki har aitbaar se mazbooti aur un ke mukhaalifeen ki	15	Incorrect: مانے، مضبو طی, Correct: ماننے، مضبوطی	
تباہی تھا ان خفیہ سرگر میو ں کو باقائدگی کے ساتھ انجام دیا گیا اس اعتبار	16	tabaahi tha un khufiya sargarmiyon ko baaqaidgi ke saath anjaam diya gaya is aitbaar	14	سرگر میو ں has been misspelled, the correct spelling is سرگرمیوں	
سے یورپ کی تاریخ اس امر کی گواہ ہے اسی لیے یورپ کے بعض ممالک سے	16	se Europe ki taarikh is amar ki gawaah hai isi liye Europe ke baaz mamaalik se	16		
جب یہودیوں کو نکالا گیا تو ان پر بالعموم یہ ہی الزام عائد کیا گیا کہ	16	jab yahoodiyon ko nikaala gaya to un par bil-umoom ye hi ilzaam aayid kiya gaya ki	16		
یہودیوں کی اکثریت اس حکومت کے خلاف ایسی سرگرمیوں میں ملوث تھے جن کی وجہ سے	16	yahoodiyon ki aksariyat is hukoomat ke khilaaf aisi sargarmiyon mein mulawwis the jin ki wajah se	16		
ان حکومتوں کی بنیادیں کمزور ہو گئیں مگر جباسرائیل کے قیام کے لیے باقاعدہی کوششوں کا	16	un hukoomaton ki buniyaadein kamzor ho gayin magar jab Israel ke qiyaam ke liye baaqaidah koshishon ka	17	جباسرائیل has been misspelled, the correct spelling is جب اسرائیل	
آغاز کیا گیا اسی وقت دنیا کے سامنے صیہونیت کے نام سے ایک ایسی تحریک کو	16	aaghaaz kiya gaya usi waqt duniya ke saamne sehooniyat ke naam se ek aisi tahreek ko	16		
