ان جذبات ۾ پوءِ هوءَ نه ٿي ڏسي سفر جي ڏکيائي، رستي جو ثمر، نه منزل جي ڄاڻ، عشق ۾ ديوانو ٿي نتيجي تي غور ڪرڻ بنا پيار	28	una jzbat men poi hoa na thi disi safaru je dkheaie, raste jo smr, na manzil je jaana, ishiq men diwaano thi natije te gor karanu binaa piyaar	28		
حاصل ڪرڻ لاءِ نڪري پوڻ عشق ۾ عجيب ڳالهه ڪونهي پر اهڙن قصن جي نفسياتي اثر هيٺ ڪن وڏن مسئلن تي اسان جا فيصلا اهڙا ئي رهيا آهن.	28	haasil karanu laai nikre pwanu ishiq men ajeeb gaalih konhe para ahran ksn je nfseute asaru heth kan wadan masailan te asan jaa feeslaa ahraa ie rahiya ahin.	28		
هن ڪتاب جو پنجون ڇاپو، ڪرائون پرنٽنگ پريس، حيدرآباد مان 1944ع ۾ ڇپيو.	13	hin kitaab jo pnjoon chhapo, karaion printing press, hyderabad maan 1944 men chhapiyo.	13		
چانھ جا مختلف قسم ٿيندا آهن جيئن دارجيلنگ، سائي چانھن, ۽ ٻيون جن جو نمونو وري مختلف ھوندو آھي جن ۾ مٺي، داڻيدار، گلن واري ۽ گاھ وانگر.	28	chunah jaa mukhtalif qasam thindaa ahin jian darjelng, saaie chunhan, aen biyun jin jo nmuno wari mukhtalif hondo aahe jin men mthe, dunuedar, guln ware aen gah wangur.	28		
مٿي بيان ڪيل ”سون ڪلچر“ انهن ماڻهن جو ئي آهي، جيڪي سنڌ، بلوچستان ۽ پنجاب تائين پکڙيل هئا، ميدانن ۾ رهندا هئا.	22	mathe bayaan kayal "son kulchr" unhan manhun jo ie ahe, jeke Sindh, balochistan aen panaab taaen pkhdrel huwa, medaann men rahandaa huwa.	22		
’ملهه يڌ‘ شري ڪرشن ۽ راجا ڪڻس جي وچ ۾ به ٿي، مهاڀارت ۾ ملهه جو	16	milhh edh' shre karshn aen raajaa knrs je wich men bi thi, mahabharat men milhh jo	16		
ٻيو ذڪر شري ڪرشن ۽ راجا جامنت جي وچ ۾ مقابلي جي حوالي سان ملي ٿو.	16	biyo zikiru shre karshn aen raajaa jamant je wich men muqable je hawale saan mile tho.	16		
هن چپ جي استعمال سان ئي ڪمپيوٽر کي ذاتي ڪمپيوٽر (پرسنل ڪمپيوٽر) جو نالو ڏيڻ شروع ڪيو ويو.	18	hin chup je istaemal saan ie computer khe zaati computer (personal computer) jo naalo diyan Shuru kayo wayo.	18		
سندس ڪلام ۾ وڏي رواني آهي، اردوءَ جي شاعر فيض احمد فيض جي شاعريءَ تي حافظ جي شاعريءَ جو وڏو اثر رهيو آهي.	23	sandas kalaam men wade rounae ahe, urdua je shaairu fez ahmad fez je shaairi te haafiz je shaairia jo wado asaru rahiyo ahe.	23		
ڄام صلاح الدين سنڌ جي جدا جدا ڀاڱي ڏي فوجون موڪلي سنڌ کي پنهنجي خودمختيار تسلط هيٺ آندو.	18	jaamu salaha aldinu Sindh je judaa judaa bhange de fojoon mokule Sindh khe pahinje khoodmkhtayaar tslt heth aando.	18		
رڳو ٻولي (Bboli) جي هڪجهڙائي به ڪنهن قوم جي جدا قومي وجود جو بنيادي شرط ڪونه آهي.	17	rugo boli (Bboli) je hikujahiraaie bi kanhin qoama je judaa qomi wijood jo bunyaadi shrt kona ahe.	17		
اهو علائقو اسان جي سڃاڻ موجب اروڙ جي اوسي پاسي ڪاٿي هو.	12	uho ilaiqo asan je snjunu mojib arodr je awase paase kuthi ho.	12		
گهوڙي وارو هيءُ نظم اُن جو بهترين مثال آهي؟	9	ghodre waro heu nazam una jo bahtrain misal ahe?	9		
پيداوار جو ڪجھ حصو خريدار ڏي اُماڻي موڪلڻ ته هُو ان کي ڏسي چڪاسي ڏسي ۽ پوءِ خريد ڪري، جيڪڏهن خريدار ورتل نموني تي خريداري ڪري	26	pedaawaar jo kujh hiso kharidar de aumunue mokulnr ta hu una khe disi chukaase disi aen poi kharid kare, jekadhin kharidar oratul namone te kharidare kare	26		
ٿو ته اهو نمونو هُو رکندو ۽ مال کي ان سان ڀيٽي ڏسي نه ته ٻي صورت ۾ واپس ڪندو کي نمونو يا سيميپل چئبو آهي.	26	tho ta uho nmuno hu rakhando aen maal khe una saan bhete disi na ta bi soorata men wapas kando khe nmuno yaa semepal chaibo ahe.	26		
اهو سڄو سامان ٻن طريقن سان هتي پهتو.	8	uho sajo saamaan bin trekn saan hite puhto.	8		
ان کي ائين به سمجھي سگھجي ٿو ته صبح کان وٺي رات تائين ماڻهوءَ جي مصروف زندگيءِ کي حقيقي زندگي چئبو آهي.	22	una khe ian bi smjhi sghje tho ta subuh khan wathee raati taaen manhoa je msrof zindagii khe haqueke zindagi chaibo ahe.	22		
پر سندس ماءُ شوڪت خانم پنهنجي زندگيءَ جو گھڻو تڻو وقت ميانوالي ۾ گذاريو.	14	para sandas maau shokt khanum pahinje zindagi jo ghanu tnro wakt miyaanoale men guzaareo.	14		
شيرين فرھاد	2	sheren frhad	2		
بعد ۾ هن سنڌ يونيورسٽيءَ ۾ امتحاني ڪنٽرولر، رجسٽرار ۽ ايڊيشنل ڊائريڪٽر (سنڌالاجي) طور خدمتون سرانجام ڏنيون.	17	baad men hin Sindh univaristia men amthunae kanttrolr, rjsttrar aen aedishnl dairekttr (Sindhalaaje) toru khidmaton sirunajaam dinion.	17		
اتي ئي مهدي سرڪار جي اجازت سان سندس پهريون طالب (مريد) محمد پناهه ٿهيم ٿيو ۽ جيل کان نڪرڻ کانپوءِ سندن مريدي جو اهو سلسلو وڌيڪ پراثر بنجي ويو.	29	ute ie mhde sarkaar je ijaazat saan sandas pahriyun talb (murid) muhammad pnahh thhem thiyo aen jel khan nkaranu khapoi sandan muride jo uho silsilo wadheeka paraasaru banji wayo.	29		
ڪئناڊا جي صوبي برٽش ڪولمبيا ۾ وهڻ وارو هڪ درياھ.	10	kinada je sobe brttsh kolmbyaa men ohnr waro hiku daruyaah.	10		
ليڪن بروهي خانه بدوش قوم آهي، تعليم نه هئڻ ڪري خريدار اٽي ۾ لوڻ جيترا مس آهن.	17	lekhakan brohe khanuh bdosh qoama ahe, taileema na huwan kare kharidar ate men lwanu jetra masa ahin.	17		
ڌرتيءَ جي اتر ۽ ڏکڻ تي برف ئي برف آهي.	10	dhartia je utar aen dakhanu te brf ie brf ahe.	10		
جڏهن ته روزاني ‘سوڀ‘ جي مئگزين انچارج طور پڻ ذميواريون نڀايون..	11	jadahin ta rozunae 'sobh' je migzen unachaarj toru pinu zmewariyun nbhaeon..	11		
اڄ به خطاط خوبصورت نموني قرآن شريف ۽ ٻين ڪتابن جي ڪتابت ڪري داد حاصل ڪندا آهن.	17	aju bi khatuat khubsurat namone quraan sharif aen biyan kithe je kitaabt kare dad haasil kandaa ahin.	17		
مشتري ۾ زمين جي مقابلي ۾ 317.7 سيڪڙو مادو موجود آھي.	11	mshtre men zamin je muqable men 317.7 sekro mado mojod aahe.	11		
آيو IO جوپيٽر جو پنجون چنڊ ۽ ٽيون سڀني کان وڏو چنڊ آھي.	13	aayo IO jopetur jo pnjoon chandu aen tiyun sabhni khan wado chandu aahe.	13		
گلن جي موسم مارچ مهينو اٿس.	6	guln je mosam march mheno athas.	6		
ان کان سواءِ، ڪي بُتَ به اڃا سلامت موجود آهن.	10	una khan sawai, ke buta bi ajan salaamat mojod ahin.	10		
روزآني جي مشاهدي مان ان ڳالهه جي ڄاڻ پئجي رهي آهي ته ناول جي ضرورت وڌندي پئي وڃي.	18	rozaane je mshaahde maan una gaalih je jaana paije rahe ahe ta naavil je zaroorat wadhnde paee waji.	18		
ان مان ميلادالنبي جي موقعي تي جھنڊا لڳائڻ جي اصل بہ ثابت ٿي۔	13	una maan meladaalnabi je moqe te jhinada lagainr je asal b saabitu thi-	13		
اهڙيءَ طرح عبدالله الاشتر علويءَ جو سنڌ ۾ خاتمو ٿيو.	10	ahria taraha abdullah alaashtr aloea jo Sindh men khatmo thiyo.	10		
ان جو هڪ روپ ڪارا ڪڪر آهن، جي سورج ديوتا، چندرما ديوتا (چنڊ) ۽ گرهن ۽ تارن کي ڍڪين ٿا، ڄڻ ته اهڙي ڪنهن بندي	25	una jo hiku roop kaara kkar ahin, je soorj deota, chandrma deota (chandu) aen grahan aen tarn khe dhkeen thaa, jaanu ta ahre kanhin bande	25		
خاني ۾ کين بند ڪن ٿا، جو ڪي ڏينهن ساندهه اهي ڏسڻ ۾ به ڪونه ٿا اچن، جنهنڪري هاي ديوتائن جا دشمن ڪوٺيا ويا آهن.	25	khanue men khen band kan thaa, jo ke denhan saandhh uhe disanu men bi kona thaa achan, jahinkare haae deotain jaa dushman kwatheea wiya ahin.	25		
حيدرآباد شھر جا سڀ کان وڏا تعليمي ادارا ھن تعلقي ۾ واقع آھن جن ۾ بيڪن ھائوس، سٽي اسڪول ۽ سينٽ بوناوينچر اسڪول شامل آھن.	25	Hyderabad shhar jaa sabhu khan wadaa taelimi adaara hin tailqe men oaka aahin jin men bekan haiwas, ste iskool aen seentt bonoenchr iskool shaamil aahin.	25		
پٺتي پيل ملڪن ۾ گهڻي ڀاڱي اهي بيماريون وڌيڪ ڏسڻ ۾ اچن ٿيون، جيڪي گند، صفائي	16	pthte piyal mulkan men ghani bhange uhe bimaareon wadheeka disanu men achan thiyun, jeke gnd, sfaie	16		
جي نه هئڻ ۽ پيئڻ جي صاف پاڻي نه ملڻ جي صورت ۾ پکڙجن ٿيون.	15	je na huwan aen pian je saafu paani na milan je soorata men pkhdrjin thiyun.	15		
ڪرائون سائيز واري هن ڪتاب ۾ صفحا 59 آهن ۽ قيمت 6 -آنا- ڄاڻايل آهي.	15	karaion saaiz ware hin kitaab men sufhaa 59 ahin aen qeemat 6 aana jaanaayal ahe.	15		
مولود عربيءَ جو لفظ اھي جنھن جي معنيٰ اھي ”نئون ڄاول ٻار“، پر سنڌي شاعريءَ ۾ نبي اڪرم صلي	19	molod arbia jo lafuzu uhe jahin je mainauhe "naon jawal baaru" , para sindhi shaairia men nabi akarm sle	19		
لله عليھ والھ وسلم جي ولادت کي بنياد بڻائي سندس صفت شان جي بيان کي مولود چوندا اھن.	18	llh alih oalh wasalam je olaadt khe bunyaad bnraie sandas sft shuna je bayaan khe molod chawandaa ahina.	18		
انگريزي ماڻهو هن کي عربي ياسمين چوندا آهن.	8	angrezi manhun hin khe arbi yaasmen chawandaa ahin.	8		
ڪوهاٽ جي ويجهو 116 فوٽ اوچو، 2200 فوٽ ڊگهو بند تعمير ڪيو ويو، جيڪو ٽنڊا ڊئم جي نالي سان مشهور آهي.	21	kohaatt je wejho 116 fotu awicho, 2200 fot dgho band taamir kayo wayo, jeko tinda dim je naale saan mashuru ahe.	21		
جيڪي عورتون پيٽ سان ھونديون آھن انھن کي بہ اميد واري ماء ي ٿيندڙ ماءُ ی بائلاجیڪل ماء پڻ سڏيو ويندوآهي.	21	jeke auraton petu saan hondeon aahin unhan khe b umida ware maau thindar maau bailaajikul ma pinu sadiyo windoahe.	19	جيڪي عورتون پيٽ سان ھونديون آھن انھن کي بہ اميد واري ماءي ٿيندڙ ماءُی بائلاجیڪل ماء پڻ سڏيو ويندوآهي.	Added the space between 2 words ماء and ي
پنهنجي ادب کي مالا مال ڪيو ۽ حالتن جي تقاضا موجب بنايو آهي.	13	pahinje adabu khe maala maal kayo aen haalatun je tkaza mojib binaaeo ahe.	13		
ان ڏس ۾ تمام گهڻي ڪم ڪرڻ جي ضرورت آهي.	10	una disu men tamam ghani kam karanu je zaroorat ahe.	10		
ان کان پوءِ اها جاگير شيرويه سلطان کي ملي، جو نشئي هو.	12	una khan poi uha jaager sheroeh sultaan khe mile, jo nshie ho.	12		
سنڌ جي فتح متعلق ان ۾ ڪي ٿورا مختصر حوالا ڏنل آهن.	12	Sindh je fateh mtailq una men ke thora mukhtasir hoalaa dinal ahin.	12		
خاصيت: هن جي دل ڪاري ڪپڙي ۾ ٻڌي ڳچيءَ ۾ ٻڌئڻ سان ٻيئڙ ۽ ٽيئڙ تپ کي خاص طرح	19	khaaset: hin je dil kaari kpdre men budhi gchea men bdhinr saan biidr aen teidr tp khe khaas taraha	19		
فائدو ڪندي، هن جو رت اک جي ڦلي، کاڌ، خارش ۽ نظر جي واڌاري لاءِ ڪم اچي ٿو.	18	faido kande, hin jo ratu akh je phle, khadhu, kharsh aen nazara je oadhaare laai kam ache tho.	18		
2014ع جي رمضان مهيني ۾ هن مسجد ۾ خيراتي پيسئن لاءِ دنيا جو وڏي ۾ وڏو ڪاٺ جو دٻو رکيو ويو، جيڪو گينز ورلڊ رڪارڊ هو.	26	2014 je rmzuna mahine men hin masjid men kherute pesin laai duniyaa jo wade men wado khaathu jo dbo rakhiyo wayo, jeko genz orld rkaard ho.	26		
هڪ عام سادو ڪمپاس زمين جي هيٺ ان ڪري ڪم ڪري ٿو جو ان جو مقناطيسي ڪانٽو	17	hiku aam saado kampaas zamin je heth una kare kam kare tho jo una jo mknatese kunatto	17		
يا سوئي، اُتر ۽ ڏکڻ قطبن مان نڪرندڙ مقناطيسي ميدان سان لاڳاپي ۾ اچي وڃي ٿي.	16	yaa swai, autr aen dakhanu ktbin maan nkarnddr mknatese medaan saan laguape men ache waji thi.	16		
اهي ٻئي تارا اتر اڌ گول واري ڌرتيءَ تي روزانو نظر اچن ٿا.	13	uhe biay tara utar adhu gol ware dhartia te rozunao nazara achan thaa.	13		
هي لس ٻيلي جي ڄامن جي خاندان مان هو.	9	he ls bile je jaamun je khandaan maan ho.	9		
شهر خواهه آسپاس جا ڀائيبند هن مــَـنڊليءَ لاءِ دل کولي امداد ڏيندا هئا.	13	shahr khwah aaspaas jaa bhaieband hin mandlea laai dil khole amdad dindaa huwa.	13		
سونهين عرض ڪيو ته ٿورو ترسڻ گهرجي.	7	sonuhen arzu kayo ta thoro trsnr ghurje.	7		
ھن خارجي پاليسي ۾ قدامت پسند رجحان رکندي اوباما جي سخت مخالفت ڪئي.	13	hin kharje palese men kdamt pasnad rjhuna rakhande obama je sakht mkhalft kai.	13		
ڇا اڙدو، ھندوستان ۾ مسلمانن جي اوج وارن ڏينھن ۾ مسلمانن جي زبان ھئي؟	14	chhaa adrdo, hinadostuna men musalman je oj waaran denhan men musalman je zibaan hui?	14		
2003ع ڌاري -بدر- ابڙي به -ان- سلسلي ۾ ڪنهن هنڌ ڊائنو ٿيريم جو سڄو سارو هڏائون پڃرو ڏٺو آهي.	19	2003a dhaare bdaru abdre bi una silsile men kanhin handu daino thirem jo sajo saaro hdaion pnjro ditho ahe.	19		
سو تون وڃ مون کي نانهن (عدم، ڪجهه به نه) جي ضرورت آهي.	13	so tun waju mun khe nunhan (adm, kujh bi na) je zaroorat ahe.	13		
بدل صلح سزا ناھي بلڪ ٻنھي ڌرين جو راضپي سان طئي ڪيل معاوضو آھي تنھنڪري ان ۾ ديت جا مٿيان لازمي شرط لاڳو ناھن ٿيندا.	25	bdil slh sazaa nuhe balik binhi dhren jo razpe saan tie kayal maozo aahe tinhnikre una men det jaa mthiyaan laazme shrt laguo nahin thindaa.	25		
شروعات ۾ حيدرآباد جي نو ودياليه اسڪول ۾ ماستر ٿيو.	10	shuruaat men Hyderabad je no odyaaleh iskool men masatar thiyo.	10		
انهن موسمي پکين کان سواءِ ٻيا جهنگ جا پکي هيٺين نمونن سان شڪار ڪبا آهن: چاڙهڪو، ٻولي، هُشڪر، چُوڻِ ۽ اُڏارو وغيره.	22	unhan mosame pkhen khan sawai biyaa jhinag jaa pakhi hethen nmunn saan shikaar kba ahin: chadrhikuo, boli, hushkar, chuwanui aen audaro wagaira.	22		
سندس فن جي مڃتا طور ادبي تنظيم ”ڪاروانِ ادب سنڌ“ ۽ آءِ.	12	sandas fanu je mnjta torueesviabi tinzem "kaarwaneeesviab sindh" aen aai.	10	سندس فن جي مڃتا طورادبي تنظيم ”ڪاروانِادب سنڌ“ ۽ آءِ.	Added the space between 2 words طور and ادبي
هن اداري کي شروعات ۾ وزارت تعليم جي ماتحتيءَ ۾ ڏنو ويو.	12	hin idaare khe shuruaat men wazarat taileem je mathtea men dino wayo.	12		
صادق آئل اينڊ الائيڊ ملز جو افتتاح وزيراعظم خواجه ناظم الدين ھٿان 1952 ۾ ٿيو ۽ ان سال پاڪستان ۾ ڊالڊا بناسپتي گھ جي شروعات ڪئي وئي.	27	saadiq aail aend alaaied milz jo afttah waziruaezam khawajaa nazm aldinu hathuna 1952 men thiyo aen una saala pakistan men dalda binaaspte gh je shuruaat kai wai.	27		
سياحت کاتي جي درخواست تي لاڙڪاڻي ايڪسپريس جو ’موهن جو دڙو ايڪسپريس‘ نالو رکيو ويو.	15	syaaht khaate je darukhoasata te laarkaane aekspress jo 'mohan jo ddro aekspress' naalo rakhiyo wayo.	15		
اي آنـڪ ترا نظام الــــــدين مــــــي خوانـند،	7	ae aan-k tra nazaam Aldin me Khawanand,	7		
ھن مولود ۽ مداحون چيون آھن.	6	hin molod aen mdahon chayon aahin.	6		
لڏپلاڻ جو سبب ملڪي سماجي ابتري ھئي.	7	ldpalunu jo sababu mulkue samaji abtre hui.	7		
192 ۾ جرمنيءَ فرانس تي قبضو ڪيو تہ کيس آزاد ڪري جنوري 1943 ۾ روم موڪليو جتي ان جو	19	192 main Germany France te qabzo kayo ta khes aazad kare january 1943 main rom moklyo jite an jo	19		
شاندار استقبال ٿيو ۽ آزادي جي جدوجھد ۾ مدد جي خاطري ڪرائي وئي.7 اپريل 1943 ۾ تيونس موٽي آيو.1945	19	shunadar asatakbal thiyo aen aazaadi je jdojhd men madad je khatire karaae wai.7 april 1943 men teons moti aayo.1945	19		
۾ فرانس کي تيونس جي آزاديءَ لاءِ ڳالھين ٻولھين جي آڇ ڪيائين ۽ فرانس کان موٽ نہ ملڻ تي	19	men frunas khe teons je aazaadia laai galhin bolhin je aachh kayain aen frunas khan mwati n milan te	19		
لبيا کان ٿي قاھرہ پھتو جتي پنھنجي ھيڊ ڪوارٽر جو بنياد وڌائين جنھن جو نالو مغرب آفيس رکيائين.	18	lbyaa khan thi kahar phto jite pahinje hid kwaarttr jo bunyaad wadhian jahin jo naalo mgrb office rakheian.	18		
مٿئين مثال مان ئي پتو پئجي سگهندو ته جاگرافيائي وحدت جو دليل ڪيتري قدر غلط ۽ بي بنياد آهي.	19	mthiayn misal maan ie pato paije saghando ta jaagrafyaaie ohadat jo dilel ketre qadar galat aen be bunyaad ahe.	19		
مگر، جڏهن محلات ۾ آيو، تڏهن ڌيءُ کي سمجهايائين ته اهو متصدي ڏاڍو ظالم آهي.	15	magar, jadahin mhlaat men aayo, tadahin dheu khe smjhaaeian ta uho mtsadi daadho zalm ahe.	15		
ڊي ڪئي اٿس.	3	di kai athas.	3		
مسجدن جي ڀرسان مڪتب ۽ مدرسا هئا، جن ۾ ديني خواه دنيوي علمن ۽ فنن جو درس ڏنو ويندو هو.	20	masjidn je bharsaan mkutib aen mdarusaa huwa, jin men dinue khoah dneoe ilimun aen fanun jo darus dino windo ho.	20		
سندس مضمون اڪثر ڪري ڌرمي.	5	sandas mazmoon aksar kare dhrme.	5		
پاڪستان جي قديم ترين سڙڪ ”گرانڊ ٽرنڪ روڊ“ جي نالي سان مشهور آهي، جيڪا سورهين صدي عيسويءَ ۾ شيرشاهه سوريءَ ٺهرائي هئي.	22	pakistan je qadim tren sdrk "grunad ttrnk rod" je naale saan mashuru ahe, jekaa sorahen sadi aesoea men shershah swaria thharaie hui.	22		
لطف -الله- خيرمحمد پليءَ هن ڪتاب جو پهريون ڇاپو، آفتاب پرنٽنگ پريس، حيدرآباد مان سال 1939ع ۾ ڇپائي پڌرو ڪيو.	20	ltf allah khermuhammad palea hin kitaab jo pahriyun chhapo, aaftab printing press, Hyderabad maan saala 1939a men chhpaae padhiro kayo.	20		
مثال: ”دشمن نه هجئي، ته گهر ۾ ٻير پوکِ.“	9	misal: "dushman na hjie, ta gharu men bir pokhi."	9		
هيءُ ڪتاب محمد اسحاق جو لکيل آهي ، جنهن جي قيمت هڪ آنو ڄاڻايل آهي .	16	heu kitaab muhammad ashak jo likhiyal ahe , jahin je qeemat hiku aano jaanaayal ahe .	16		
ڪچريون (نالا: ع. شمام، ف. دستنبويه، هه. وغيره ڪچري، بالڪا ۽ ڪومين ڪاچڪ.)	13	kchreon (naalaa: a. shmam, fb. dstinboeh, c. wagaira kchre, balkaa aen komen kaachk.)	13		
ٻگهين جي شورش کي بند ڪرڻ لاءِ سيوهڻ آيو.	9	bghen je shorsh khe band karanu laai sewhan aayo.	9		
هن جو ”سارنگ سنگيت“ ڪلب لاڙڪاڻي ۽ ”آرٽ ڪائونسل آف -پاڪستان-“ لاڙڪاڻي سان واسطو آهي. -استاد- -انور- علي ريڊيو -پاڪستان- حيدرآباد تي 1975ع ڌاري پرفارم ڪيو.	26	hin jo "saarang sangita" kulb laarkaane aen "arts council of pakistan" laarkaane saan wasto ahe. ustaad anoor ali redio pakistan hyderabad te 1975 dhaare parafarm kayo.	26		
آريا سرد علائقن جا رھواسي ھئا، ان ڪري باھ جھڙي قدرتي عنصر جي کين سخت ضرورت ھئي، ان ئي باھ کي قائم رکڻ	23	aaryaa sird ilaiqan jaa rhoase huaa, una kare bah jhdre qudrate ansr je khen sakht zaroorat hui, una ie bah khe qaaim rakhanu	23		
سان سندن گھر گرم رھي سگھيا ٿي، باھ جا اڪثر آتش ڪده به انھن ئي سرد علائقن ۾ ڏسڻ ۾ اچن ٿا.	22	saan sandan gharu garam rahe saghea thi, bah jaa aksar aatsh kdh bi unhan ie sird ilaiqan men disanu men achan thaa.	22		
10 مئي – ميرٺ جي فوجي ڇاؤڻي سان ھندوستان جي پھرين جنگ آزادي جو آغاز ٿيو.	16	10 may - meerth je foji chhaanre saan hinadostuna je pharen jang aazaadi jo aagaz thiyo.	16		
پنجابي مهاجرن جي پارٽي، فيبروري 1915ع ۾ هندستان مان روانو ٿي.	11	panaabe mhaajrn je paarti, february 1915a men hindustan maan rawaanu thi.	11		
ويچارڻ گهرجي ته ستاويهه ڊگريون پور وڇوٽ گذرڻ کان هڪدم پوءِ درياه هڪ عام فطري، ڏکڻ-اولهه وارو رخ ڇڏي سر ڏکڻ ڇو وهي پيو؟	24	oechaarnr ghurje ta sataoehh dgreon pur ochhwati gzrnr khan hikdam poi daruyaah hiku aam ftre, dakhanuolaha waro rukh chhade sir dakhanu chho ohe piyo?	24		
ان وڻن جا پن ننڍا ٿين ٿا پر ڪنڊا وري وڏا ٿين جيڪي گاھ کائيندڙ جانورن کان وڻ جي حفاظت ڪندا آهن.	22	una wanan jaa pn nandhaa thiyan thaa para kundaa wari wadaa thiyan jeke gah khianddr janwaran khan wanu je hfazt kandaa ahin.	22		
سيد حسام الدين راشدي.	4	sayad hsaam aldinu rashde.	4		
ان ذريعي ٻن تڪراري ڌرين ۾ عروج تي پهتل ڇڪتاڻ کي گهٽائڻ ۽ ويڙهه لاءِ تيار ڌرين کي	18	una zariay bin tkarare dhren men aroj te phitil chhktunu khe ghatainr aen oedrhh laai tayaar dhren khe	18		
ٺاري سرچاءَ واري رخ ۾ وٺي وڃڻ لاءِ سفارتڪاريءَ سميت هڙئي امن ڀريا طريقا آزمايا ويندا آهن.	17	thare sirchaa ware rukh men wathee wajan laai sfaratukaaria samet hdrie aman bharea treka aazmayaa windaa ahin.	17		
ان جزيري جو نالو يوٽوپيا (خيالي) آهي.	7	una jzere jo naalo utopiyaa (khayaali) ahe.	7		
